"ID";"RegioS";"Jaar";"Grijze Druk"
"11162";"GM1685";"2021JJ00";"40.3"
"11163";"GM1685";"2022JJ00";
"11164";"GM1685";"2023JJ00";
"11165";"GM0882";"1995JJ00";"19.8"
"11166";"GM0882";"1996JJ00";"20.5"
"11167";"GM0882";"1997JJ00";"20.9"
"11168";"GM0882";"1998JJ00";"21.6"
"11169";"GM0882";"1999JJ00";"22"
"11170";"GM0882";"2000JJ00";"22.5"
"11171";"GM0882";"2001JJ00";"22.9"
"11172";"GM0882";"2002JJ00";"23.5"
"11173";"GM0882";"2003JJ00";"23.9"
"11174";"GM0882";"2004JJ00";"24.7"
"11175";"GM0882";"2005JJ00";"25.5"
"11176";"GM0882";"2006JJ00";"26.1"
"11177";"GM0882";"2007JJ00";"26.8"
"11178";"GM0882";"2008JJ00";"27.5"
"11179";"GM0882";"2009JJ00";"28.5"
"11180";"GM0882";"2010JJ00";"29.3"
"11181";"GM0882";"2011JJ00";"30.7"
"11182";"GM0882";"2012JJ00";"32.3"
"11183";"GM0882";"2013JJ00";"33.8"
"11184";"GM0882";"2014JJ00";"35.2"
"11185";"GM0882";"2015JJ00";"37"
"11186";"GM0882";"2016JJ00";"38.5"
"11187";"GM0882";"2017JJ00";"40"
"11188";"GM0882";"2018JJ00";"41.5"
"11189";"GM0882";"2019JJ00";"43"
"11190";"GM0882";"2020JJ00";"44.5"
"11191";"GM0882";"2021JJ00";"45.6"
"11192";"GM0882";"2022JJ00";"47.2"
"11193";"GM0882";"2023JJ00";"48.3"
"11194";"GM0415";"1995JJ00";"20.9"
"11195";"GM0415";"1996JJ00";"21.7"
"11196";"GM0415";"1997JJ00";"22.3"
"11197";"GM0415";"1998JJ00";"23.1"
"11198";"GM0415";"1999JJ00";"23.8"
"11199";"GM0415";"2000JJ00";"24"
"11200";"GM0415";"2001JJ00";"24.6"
"11201";"GM0415";"2002JJ00";"25"
"11202";"GM0415";"2003JJ00";"25.3"
"11203";"GM0415";"2004JJ00";"25.6"
"11204";"GM0415";"2005JJ00";"26.4"
"11205";"GM0415";"2006JJ00";"26.8"
"11206";"GM0415";"2007JJ00";"27.7"
"11207";"GM0415";"2008JJ00";"29"
"11208";"GM0415";"2009JJ00";"29.9"
"11209";"GM0415";"2010JJ00";"30.3"
"11210";"GM0415";"2011JJ00";"31.1"
"11211";"GM0415";"2012JJ00";"32.7"
"11212";"GM0415";"2013JJ00";"34.1"
"11213";"GM0415";"2014JJ00";"35.7"
"11214";"GM0415";"2015JJ00";"35.6"
"11215";"GM0415";"2016JJ00";"36.5"
"11216";"GM0415";"2017JJ00";"35.5"
"11217";"GM0415";"2018JJ00";"36.2"
"11218";"GM0415";"2019JJ00";"37.5"
"11219";"GM0415";"2020JJ00";"39.3"
"11220";"GM0415";"2021JJ00";"40"
"11221";"GM0415";"2022JJ00";"41.2"
"11222";"GM0415";"2023JJ00";"41.7"
"11223";"GM0325";"1995JJ00";"19.4"
"11224";"GM0325";"1996JJ00";
"11225";"GM0325";"1997JJ00";
"11226";"GM0325";"1998JJ00";
"11227";"GM0325";"1999JJ00";
"11228";"GM0325";"2000JJ00";
"11229";"GM0325";"2001JJ00";
"11230";"GM0325";"2002JJ00";
"11231";"GM0325";"2003JJ00";
"11232";"GM0325";"2004JJ00";
"11233";"GM0325";"2005JJ00";
"11234";"GM0325";"2006JJ00";
"11235";"GM0325";"2007JJ00";
"11236";"GM0325";"2008JJ00";
"11237";"GM0325";"2009JJ00";
"11238";"GM0325";"2010JJ00";
"11239";"GM0325";"2011JJ00";
"11240";"GM0325";"2012JJ00";
"11241";"GM0325";"2013JJ00";
"11242";"GM0325";"2014JJ00";
"11243";"GM0325";"2015JJ00";
"11244";"GM0325";"2016JJ00";
"11245";"GM0325";"2017JJ00";
"11246";"GM0325";"2018JJ00";
"11247";"GM0325";"2019JJ00";
"11248";"GM0325";"2020JJ00";
"11249";"GM0325";"2021JJ00";
"11250";"GM0325";"2022JJ00";
"11251";"GM0325";"2023JJ00";
"11252";"GM0416";"1995JJ00";"15.4"
"11253";"GM0416";"1996JJ00";"15.6"
"11254";"GM0416";"1997JJ00";"16.1"
"11255";"GM0416";"1998JJ00";"15.9"
"11256";"GM0416";"1999JJ00";"16.1"
"11257";"GM0416";"2000JJ00";"16.6"
"11258";"GM0416";"2001JJ00";"16.5"
"11259";"GM0416";"2002JJ00";"16.8"
"11260";"GM0416";"2003JJ00";"17.3"
"11261";"GM0416";"2004JJ00";"17.6"
"11262";"GM0416";"2005JJ00";"17.7"
"11263";"GM0416";"2006JJ00";"18.2"
"11264";"GM0416";"2007JJ00";"19"
"11265";"GM0416";"2008JJ00";"19.7"
"11266";"GM0416";"2009JJ00";"20.3"
"11267";"GM0416";"2010JJ00";"21.5"
"11268";"GM0416";"2011JJ00";"22.6"
"11269";"GM0416";"2012JJ00";"24.9"
"11270";"GM0416";"2013JJ00";"27"
"11271";"GM0416";"2014JJ00";"28.8"
"11272";"GM0416";"2015JJ00";"30.3"
"11273";"GM0416";"2016JJ00";"31.7"
"11274";"GM0416";"2017JJ00";"33.2"
"11275";"GM0416";"2018JJ00";"34.5"
"11276";"GM0416";"2019JJ00";"36.2"
"11277";"GM0416";"2020JJ00";"37.4"
"11278";"GM0416";"2021JJ00";"38.3"
"11279";"GM0416";"2022JJ00";
"11280";"GM0416";"2023JJ00";
"11281";"GM1621";"1995JJ00";
"11282";"GM1621";"1996JJ00";
"11283";"GM1621";"1997JJ00";
"11284";"GM1621";"1998JJ00";
"11285";"GM1621";"1999JJ00";
"11286";"GM1621";"2000JJ00";
"11287";"GM1621";"2001JJ00";
"11288";"GM1621";"2002JJ00";
"11289";"GM1621";"2003JJ00";
"11290";"GM1621";"2004JJ00";
"11291";"GM1621";"2005JJ00";
"11292";"GM1621";"2006JJ00";
"11293";"GM1621";"2007JJ00";"18.7"
"11294";"GM1621";"2008JJ00";"19"
"11295";"GM1621";"2009JJ00";"19.4"
"11296";"GM1621";"2010JJ00";"20.1"
"11297";"GM1621";"2011JJ00";"20.2"
"11298";"GM1621";"2012JJ00";"21.4"
"11299";"GM1621";"2013JJ00";"22.4"
"11300";"GM1621";"2014JJ00";"23.2"
"11301";"GM1621";"2015JJ00";"23.9"
"11302";"GM1621";"2016JJ00";"24.7"
"11303";"GM1621";"2017JJ00";"25.3"
"11304";"GM1621";"2018JJ00";"26"
"11305";"GM1621";"2019JJ00";"26.6"
"11306";"GM1621";"2020JJ00";"27.3"
"11307";"GM1621";"2021JJ00";"27.4"
"11308";"GM1621";"2022JJ00";"28"
"11309";"GM1621";"2023JJ00";"28.6"
"11310";"GM0417";"1995JJ00";"39.9"
"11311";"GM0417";"1996JJ00";"41.1"
"11312";"GM0417";"1997JJ00";"40.2"
"11313";"GM0417";"1998JJ00";"41.2"
"11314";"GM0417";"1999JJ00";"42.2"
"11315";"GM0417";"2000JJ00";"42.8"
"11316";"GM0417";"2001JJ00";"43.7"
"11317";"GM0417";"2002JJ00";"42.6"
"11318";"GM0417";"2003JJ00";"44.5"
"11319";"GM0417";"2004JJ00";"45.5"
"11320";"GM0417";"2005JJ00";"47.2"
"11321";"GM0417";"2006JJ00";"49.9"
"11322";"GM0417";"2007JJ00";"51"
"11323";"GM0417";"2008JJ00";"52"
"11324";"GM0417";"2009JJ00";"48.9"
"11325";"GM0417";"2010JJ00";"50.8"
"11326";"GM0417";"2011JJ00";"51"
"11327";"GM0417";"2012JJ00";"54.2"
"11328";"GM0417";"2013JJ00";"60.1"
"11329";"GM0417";"2014JJ00";"61.8"
"11330";"GM0417";"2015JJ00";"64.1"
"11331";"GM0417";"2016JJ00";"64.8"
"11332";"GM0417";"2017JJ00";"64.7"
"11333";"GM0417";"2018JJ00";"65.4"
"11334";"GM0417";"2019JJ00";"66.5"
"11335";"GM0417";"2020JJ00";"66.5"
"11336";"GM0417";"2021JJ00";"66"
"11337";"GM0417";"2022JJ00";"67.8"
"11338";"GM0417";"2023JJ00";"67.5"
"11339";"GM0022";"1995JJ00";"19.3"
"11340";"GM0022";"1996JJ00";"19.9"
"11341";"GM0022";"1997JJ00";"20"
"11342";"GM0022";"1998JJ00";"20.2"
"11343";"GM0022";"1999JJ00";"20.5"
"11344";"GM0022";"2000JJ00";"21.1"
"11345";"GM0022";"2001JJ00";"21.8"
"11346";"GM0022";"2002JJ00";"21.9"
"11347";"GM0022";"2003JJ00";"22.4"
"11348";"GM0022";"2004JJ00";"22.3"
"11349";"GM0022";"2005JJ00";"23.5"
"11350";"GM0022";"2006JJ00";"24.9"
"11351";"GM0022";"2007JJ00";"25.4"
"11352";"GM0022";"2008JJ00";"26.3"
"11353";"GM0022";"2009JJ00";"27"
"11354";"GM0022";"2010JJ00";"28.3"
"11355";"GM0022";"2011JJ00";"29.3"
"11356";"GM0022";"2012JJ00";"31.3"
"11357";"GM0022";"2013JJ00";"33.2"
"11358";"GM0022";"2014JJ00";"34.9"
"11359";"GM0022";"2015JJ00";"36"
"11360";"GM0022";"2016JJ00";"37"
"11361";"GM0022";"2017JJ00";"38.3"
"11362";"GM0022";"2018JJ00";"38.8"
"11363";"GM0022";"2019JJ00";
"11364";"GM0022";"2020JJ00";
"11365";"GM0022";"2021JJ00";
"11366";"GM0022";"2022JJ00";
"11367";"GM0022";"2023JJ00";
"11368";"GM0805";"1995JJ00";"23.4"
"11369";"GM0805";"1996JJ00";"23.8"
"11370";"GM0805";"1997JJ00";
"11371";"GM0805";"1998JJ00";
"11372";"GM0805";"1999JJ00";
"11373";"GM0805";"2000JJ00";
"11374";"GM0805";"2001JJ00";
"11375";"GM0805";"2002JJ00";
"11376";"GM0805";"2003JJ00";
"11377";"GM0805";"2004JJ00";
"11378";"GM0805";"2005JJ00";
"11379";"GM0805";"2006JJ00";
"11380";"GM0805";"2007JJ00";
"11381";"GM0805";"2008JJ00";
"11382";"GM0805";"2009JJ00";
"11383";"GM0805";"2010JJ00";
"11384";"GM0805";"2011JJ00";
"11385";"GM0805";"2012JJ00";
"11386";"GM0805";"2013JJ00";
"11387";"GM0805";"2014JJ00";
"11388";"GM0805";"2015JJ00";
"11389";"GM0805";"2016JJ00";
"11390";"GM0805";"2017JJ00";
"11391";"GM0805";"2018JJ00";
"11392";"GM0805";"2019JJ00";
"11393";"GM0805";"2020JJ00";
"11394";"GM0805";"2021JJ00";
"11395";"GM0805";"2022JJ00";
"11396";"GM0805";"2023JJ00";
"11397";"GM0545";"1995JJ00";"22.3"
"11398";"GM0545";"1996JJ00";"22.5"
"11399";"GM0545";"1997JJ00";"22.3"
"11400";"GM0545";"1998JJ00";"22.3"
"11401";"GM0545";"1999JJ00";"22.2"
"11402";"GM0545";"2000JJ00";"22.6"
"11403";"GM0545";"2001JJ00";"22.7"
"11404";"GM0545";"2002JJ00";"22.9"
"11405";"GM0545";"2003JJ00";"23"
"11406";"GM0545";"2004JJ00";"23.2"
"11407";"GM0545";"2005JJ00";"23.9"
"11408";"GM0545";"2006JJ00";"24"
"11409";"GM0545";"2007JJ00";"24.7"
"11410";"GM0545";"2008JJ00";"25.5"
"11411";"GM0545";"2009JJ00";"26.3"
"11412";"GM0545";"2010JJ00";"27.2"
"11413";"GM0545";"2011JJ00";"27.9"
"11414";"GM0545";"2012JJ00";"29.4"
"11415";"GM0545";"2013JJ00";"30.7"
"11416";"GM0545";"2014JJ00";"31.9"
"11417";"GM0545";"2015JJ00";"32.6"
"11418";"GM0545";"2016JJ00";"33.6"
"11419";"GM0545";"2017JJ00";"34.3"
"11420";"GM0545";"2018JJ00";"35.2"
"11421";"GM0545";"2019JJ00";
"11422";"GM0545";"2020JJ00";
"11423";"GM0545";"2021JJ00";
"11424";"GM0545";"2022JJ00";
"11425";"GM0545";"2023JJ00";
"11426";"GM0326";"1995JJ00";"25"
"11427";"GM0326";"1996JJ00";"25.2"
"11428";"GM0326";"1997JJ00";"25.1"
"11429";"GM0326";"1998JJ00";"25"
"11430";"GM0326";"1999JJ00";"25.7"
"11431";"GM0326";"2000JJ00";"26.9"
"11432";"GM0326";"2001JJ00";"27.3"
"11433";"GM0326";"2002JJ00";"27.5"
"11434";"GM0326";"2003JJ00";"28.6"
"11435";"GM0326";"2004JJ00";"28.6"
"11436";"GM0326";"2005JJ00";"29.1"
"11437";"GM0326";"2006JJ00";
"11438";"GM0326";"2007JJ00";
"11439";"GM0326";"2008JJ00";
"11440";"GM0326";"2009JJ00";
"11441";"GM0326";"2010JJ00";
"11442";"GM0326";"2011JJ00";
"11443";"GM0326";"2012JJ00";
"11444";"GM0326";"2013JJ00";
"11445";"GM0326";"2014JJ00";
"11446";"GM0326";"2015JJ00";
"11447";"GM0326";"2016JJ00";
"11448";"GM0326";"2017JJ00";
"11449";"GM0326";"2018JJ00";
"11450";"GM0326";"2019JJ00";
"11451";"GM0326";"2020JJ00";
"11452";"GM0326";"2021JJ00";
"11453";"GM0326";"2022JJ00";
"11454";"GM0326";"2023JJ00";
"11455";"GM0080";"1995JJ00";"24.3"
"11456";"GM0080";"1996JJ00";"24.4"
"11457";"GM0080";"1997JJ00";"24.4"
"11458";"GM0080";"1998JJ00";"24.3"
"11459";"GM0080";"1999JJ00";"24.2"
"11460";"GM0080";"2000JJ00";"24.1"
"11461";"GM0080";"2001JJ00";"23.9"
"11462";"GM0080";"2002JJ00";"23.4"
"11463";"GM0080";"2003JJ00";"23.1"
"11464";"GM0080";"2004JJ00";"22.9"
"11465";"GM0080";"2005JJ00";"22.9"
"11466";"GM0080";"2006JJ00";"23.1"
"11467";"GM0080";"2007JJ00";"23"
"11468";"GM0080";"2008JJ00";"23.1"
"11469";"GM0080";"2009JJ00";"23.3"
"11470";"GM0080";"2010JJ00";"23.6"
"11471";"GM0080";"2011JJ00";"23.6"
"11472";"GM0080";"2012JJ00";"24.5"
"11473";"GM0080";"2013JJ00";"25.3"
"11474";"GM0080";"2014JJ00";"26.4"
"11475";"GM0080";"2015JJ00";"27"
"11476";"GM0080";"2016JJ00";"27.6"
"11477";"GM0080";"2017JJ00";"28"
"11478";"GM0080";"2018JJ00";"29.7"
"11479";"GM0080";"2019JJ00";"30.5"
"11480";"GM0080";"2020JJ00";"31"
"11481";"GM0080";"2021JJ00";"31.7"
"11482";"GM0080";"2022JJ00";"32.1"
"11483";"GM0080";"2023JJ00";"32.4"
"11484";"GM0081";"1995JJ00";"16"
"11485";"GM0081";"1996JJ00";"15.9"
"11486";"GM0081";"1997JJ00";"16.1"
"11487";"GM0081";"1998JJ00";"16.1"
"11488";"GM0081";"1999JJ00";"16.3"
"11489";"GM0081";"2000JJ00";"16.5"
"11490";"GM0081";"2001JJ00";"16.6"
"11491";"GM0081";"2002JJ00";"17.8"
"11492";"GM0081";"2003JJ00";"18.4"
"11493";"GM0081";"2004JJ00";"19.1"
"11494";"GM0081";"2005JJ00";"20.2"
"11495";"GM0081";"2006JJ00";"21.3"
"11496";"GM0081";"2007JJ00";"22.3"
"11497";"GM0081";"2008JJ00";"23.5"
"11498";"GM0081";"2009JJ00";"24.7"
"11499";"GM0081";"2010JJ00";"26.2"
"11500";"GM0081";"2011JJ00";"27.5"
"11501";"GM0081";"2012JJ00";"29.7"
"11502";"GM0081";"2013JJ00";"31.2"
"11503";"GM0081";"2014JJ00";"33.3"
"11504";"GM0081";"2015JJ00";"36.3"
"11505";"GM0081";"2016JJ00";"38.3"
"11506";"GM0081";"2017JJ00";"39.6"
"11507";"GM0081";"2018JJ00";
"11508";"GM0081";"2019JJ00";
"11509";"GM0081";"2020JJ00";
"11510";"GM0081";"2021JJ00";
"11511";"GM0081";"2022JJ00";
"11512";"GM0081";"2023JJ00";
"11513";"GM0546";"1995JJ00";"18.2"
"11514";"GM0546";"1996JJ00";"18.1"
"11515";"GM0546";"1997JJ00";"17.8"
"11516";"GM0546";"1998JJ00";"17.6"
"11517";"GM0546";"1999JJ00";"17.4"
"11518";"GM0546";"2000JJ00";"17.4"
"11519";"GM0546";"2001JJ00";"17.3"
"11520";"GM0546";"2002JJ00";"17.2"
"11521";"GM0546";"2003JJ00";"17"
"11522";"GM0546";"2004JJ00";"17"
"11523";"GM0546";"2005JJ00";"17.1"
"11524";"GM0546";"2006JJ00";"17.3"
"11525";"GM0546";"2007JJ00";"17.5"
"11526";"GM0546";"2008JJ00";"17.7"
"11527";"GM0546";"2009JJ00";"18.1"
"11528";"GM0546";"2010JJ00";"18.4"
"11529";"GM0546";"2011JJ00";"18.4"
"11530";"GM0546";"2012JJ00";"19.4"
"11531";"GM0546";"2013JJ00";"20.1"
"11532";"GM0546";"2014JJ00";"20.5"
"11533";"GM0546";"2015JJ00";"21"
"11534";"GM0546";"2016JJ00";"21.2"
"11535";"GM0546";"2017JJ00";"21.7"
"11536";"GM0546";"2018JJ00";"22.4"
"11537";"GM0546";"2019JJ00";"22.9"
"11538";"GM0546";"2020JJ00";"23.3"
"11539";"GM0546";"2021JJ00";"24"
"11540";"GM0546";"2022JJ00";"24.2"
"11541";"GM0546";"2023JJ00";"24.4"
"11542";"GM0547";"1995JJ00";"18.7"
"11543";"GM0547";"1996JJ00";"19.5"
"11544";"GM0547";"1997JJ00";"20.3"
"11545";"GM0547";"1998JJ00";"20.5"
"11546";"GM0547";"1999JJ00";"20.9"
"11547";"GM0547";"2000JJ00";"21.1"
"11548";"GM0547";"2001JJ00";"21.5"
"11549";"GM0547";"2002JJ00";"21.8"
"11550";"GM0547";"2003JJ00";"22.6"
"11551";"GM0547";"2004JJ00";"23.8"
"11552";"GM0547";"2005JJ00";"24.7"
"11553";"GM0547";"2006JJ00";"25.7"
"11554";"GM0547";"2007JJ00";"26.4"
"11555";"GM0547";"2008JJ00";"27.1"
"11556";"GM0547";"2009JJ00";"27.8"
"11557";"GM0547";"2010JJ00";"29"
"11558";"GM0547";"2011JJ00";"29.4"
"11559";"GM0547";"2012JJ00";"32.2"
"11560";"GM0547";"2013JJ00";"34"
"11561";"GM0547";"2014JJ00";"35.6"
"11562";"GM0547";"2015JJ00";"36.9"
"11563";"GM0547";"2016JJ00";"37.8"
"11564";"GM0547";"2017JJ00";"39"
"11565";"GM0547";"2018JJ00";"39.8"
"11566";"GM0547";"2019JJ00";"40.6"
"11567";"GM0547";"2020JJ00";"41.7"
"11568";"GM0547";"2021JJ00";"41.7"
"11569";"GM0547";"2022JJ00";"41.7"
"11570";"GM0547";"2023JJ00";"42"
"11571";"GM0548";"1995JJ00";"23.6"
"11572";"GM0548";"1996JJ00";"24.7"
"11573";"GM0548";"1997JJ00";"25.7"
"11574";"GM0548";"1998JJ00";"26.9"
"11575";"GM0548";"1999JJ00";"27.1"
"11576";"GM0548";"2000JJ00";"27"
"11577";"GM0548";"2001JJ00";"26.2"
"11578";"GM0548";"2002JJ00";
"11579";"GM0548";"2003JJ00";
"11580";"GM0548";"2004JJ00";
"11581";"GM0548";"2005JJ00";
"11582";"GM0548";"2006JJ00";
"11583";"GM0548";"2007JJ00";
"11584";"GM0548";"2008JJ00";
"11585";"GM0548";"2009JJ00";
"11586";"GM0548";"2010JJ00";
"11587";"GM0548";"2011JJ00";
"11588";"GM0548";"2012JJ00";
"11589";"GM0548";"2013JJ00";
"11590";"GM0548";"2014JJ00";
"11591";"GM0548";"2015JJ00";
"11592";"GM0548";"2016JJ00";
"11593";"GM0548";"2017JJ00";
"11594";"GM0548";"2018JJ00";
"11595";"GM0548";"2019JJ00";
"11596";"GM0548";"2020JJ00";
"11597";"GM0548";"2021JJ00";
"11598";"GM0548";"2022JJ00";
"11599";"GM0548";"2023JJ00";
"11600";"GM1916";"1995JJ00";
"11601";"GM1916";"1996JJ00";
"11602";"GM1916";"1997JJ00";
"11603";"GM1916";"1998JJ00";
"11604";"GM1916";"1999JJ00";
"11605";"GM1916";"2000JJ00";
"11606";"GM1916";"2001JJ00";
"11607";"GM1916";"2002JJ00";"31.3"
"11608";"GM1916";"2003JJ00";"31.6"
"11609";"GM1916";"2004JJ00";"31.8"
"11610";"GM1916";"2005JJ00";"32.2"
"11611";"GM1916";"2006JJ00";"32.9"
"11612";"GM1916";"2007JJ00";"33.2"
"11613";"GM1916";"2008JJ00";"33.4"
"11614";"GM1916";"2009JJ00";"33.7"
"11615";"GM1916";"2010JJ00";"34.4"
"11616";"GM1916";"2011JJ00";"34.4"
"11617";"GM1916";"2012JJ00";"35.9"
"11618";"GM1916";"2013JJ00";"37.1"
"11619";"GM1916";"2014JJ00";"37.7"
"11620";"GM1916";"2015JJ00";"38.6"
"11621";"GM1916";"2016JJ00";"39.4"
"11622";"GM1916";"2017JJ00";"40.1"
"11623";"GM1916";"2018JJ00";"40.8"
"11624";"GM1916";"2019JJ00";"41"
"11625";"GM1916";"2020JJ00";"41.3"
"11626";"GM1916";"2021JJ00";"41.8"
"11627";"GM1916";"2022JJ00";"42.1"
"11628";"GM1916";"2023JJ00";"41.9"
"11629";"GM0995";"1995JJ00";"16.1"
"11630";"GM0995";"1996JJ00";"16.2"
"11631";"GM0995";"1997JJ00";"16.1"
"11632";"GM0995";"1998JJ00";"16"
"11633";"GM0995";"1999JJ00";"15.6"
"11634";"GM0995";"2000JJ00";"15"
"11635";"GM0995";"2001JJ00";"14.7"
"11636";"GM0995";"2002JJ00";"14.5"
"11637";"GM0995";"2003JJ00";"14.1"
"11638";"GM0995";"2004JJ00";"14.1"
"11639";"GM0995";"2005JJ00";"14.2"
"11640";"GM0995";"2006JJ00";"14.6"
"11641";"GM0995";"2007JJ00";"14.9"
"11642";"GM0995";"2008JJ00";"15.4"
"11643";"GM0995";"2009JJ00";"16.2"
"11644";"GM0995";"2010JJ00";"17.1"
"11645";"GM0995";"2011JJ00";"18.1"
"11646";"GM0995";"2012JJ00";"19.9"
"11647";"GM0995";"2013JJ00";"21.7"
"11648";"GM0995";"2014JJ00";"23.2"
"11649";"GM0995";"2015JJ00";"24.7"
"11650";"GM0995";"2016JJ00";"26.2"
"11651";"GM0995";"2017JJ00";"27.6"
"11652";"GM0995";"2018JJ00";"28.8"
"11653";"GM0995";"2019JJ00";"29.9"
"11654";"GM0995";"2020JJ00";"30.7"
"11655";"GM0995";"2021JJ00";"30.8"
"11656";"GM0995";"2022JJ00";"30.9"
"11657";"GM0995";"2023JJ00";"31"
"11658";"GM0082";"1995JJ00";"19.9"
"11659";"GM0082";"1996JJ00";"20.2"
"11660";"GM0082";"1997JJ00";"20.1"
"11661";"GM0082";"1998JJ00";"20.3"
"11662";"GM0082";"1999JJ00";"20.5"
"11663";"GM0082";"2000JJ00";"20.6"
"11664";"GM0082";"2001JJ00";"20.3"
"11665";"GM0082";"2002JJ00";"20.4"
"11666";"GM0082";"2003JJ00";"20.4"
"11667";"GM0082";"2004JJ00";"20.7"
"11668";"GM0082";"2005JJ00";"21.2"
"11669";"GM0082";"2006JJ00";"21.8"
"11670";"GM0082";"2007JJ00";"22.9"
"11671";"GM0082";"2008JJ00";"23.4"
"11672";"GM0082";"2009JJ00";"24.5"
"11673";"GM0082";"2010JJ00";"26"
"11674";"GM0082";"2011JJ00";"27.4"
"11675";"GM0082";"2012JJ00";"29"
"11676";"GM0082";"2013JJ00";"30.6"
"11677";"GM0082";"2014JJ00";
"11678";"GM0082";"2015JJ00";
"11679";"GM0082";"2016JJ00";
"11680";"GM0082";"2017JJ00";
"11681";"GM0082";"2018JJ00";
"11682";"GM0082";"2019JJ00";
"11683";"GM0082";"2020JJ00";
"11684";"GM0082";"2021JJ00";
"11685";"GM0082";"2022JJ00";
"11686";"GM0082";"2023JJ00";
"11687";"GM1640";"1995JJ00";
"11688";"GM1640";"1996JJ00";
"11689";"GM1640";"1997JJ00";
"11690";"GM1640";"1998JJ00";
"11691";"GM1640";"1999JJ00";
"11692";"GM1640";"2000JJ00";
"11693";"GM1640";"2001JJ00";
"11694";"GM1640";"2002JJ00";
"11695";"GM1640";"2003JJ00";
"11696";"GM1640";"2004JJ00";
"11697";"GM1640";"2005JJ00";
"11698";"GM1640";"2006JJ00";
"11699";"GM1640";"2007JJ00";"25.5"
"11700";"GM1640";"2008JJ00";"26.3"
"11701";"GM1640";"2009JJ00";"27.2"
"11702";"GM1640";"2010JJ00";"28.3"
"11703";"GM1640";"2011JJ00";"29.3"
"11704";"GM1640";"2012JJ00";"30.9"
"11705";"GM1640";"2013JJ00";"32.4"
"11706";"GM1640";"2014JJ00";"34.3"
"11707";"GM1640";"2015JJ00";"36"
"11708";"GM1640";"2016JJ00";"37.4"
"11709";"GM1640";"2017JJ00";"39.5"
"11710";"GM1640";"2018JJ00";"41.2"
"11711";"GM1640";"2019JJ00";"42.7"
"11712";"GM1640";"2020JJ00";"43.3"
"11713";"GM1640";"2021JJ00";"44"
"11714";"GM1640";"2022JJ00";"45.3"
"11715";"GM1640";"2023JJ00";"46.2"
"11716";"GM0327";"1995JJ00";"17.2"
"11717";"GM0327";"1996JJ00";"17.7"
"11718";"GM0327";"1997JJ00";"18.2"
"11719";"GM0327";"1998JJ00";"18.1"
"11720";"GM0327";"1999JJ00";"18.5"
"11721";"GM0327";"2000JJ00";"18.7"
"11722";"GM0327";"2001JJ00";"19.2"
"11723";"GM0327";"2002JJ00";"19.7"
"11724";"GM0327";"2003JJ00";"20.2"
"11725";"GM0327";"2004JJ00";"20.9"
"11726";"GM0327";"2005JJ00";"21.5"
"11727";"GM0327";"2006JJ00";"22.3"
"11728";"GM0327";"2007JJ00";"22.9"
"11729";"GM0327";"2008JJ00";"23.6"
"11730";"GM0327";"2009JJ00";"24.3"
"11731";"GM0327";"2010JJ00";"25.5"
"11732";"GM0327";"2011JJ00";"26.8"
"11733";"GM0327";"2012JJ00";"28.4"
"11734";"GM0327";"2013JJ00";"30.4"
"11735";"GM0327";"2014JJ00";"31.9"
"11736";"GM0327";"2015JJ00";"33.4"
"11737";"GM0327";"2016JJ00";"34.7"
"11738";"GM0327";"2017JJ00";"35.5"
"11739";"GM0327";"2018JJ00";"37.3"
"11740";"GM0327";"2019JJ00";"38.8"
"11741";"GM0327";"2020JJ00";"39.9"
"11742";"GM0327";"2021JJ00";"41.6"
"11743";"GM0327";"2022JJ00";"42.3"
"11744";"GM0327";"2023JJ00";"42.5"
"11745";"GM0260";"1995JJ00";"16.5"
"11746";"GM0260";"1996JJ00";"16.6"
"11747";"GM0260";"1997JJ00";"17.3"
"11748";"GM0260";"1998JJ00";"17.9"
"11749";"GM0260";"1999JJ00";"18.3"
"11750";"GM0260";"2000JJ00";"19"
"11751";"GM0260";"2001JJ00";"19.3"
"11752";"GM0260";"2002JJ00";"19.5"
"11753";"GM0260";"2003JJ00";"19.9"
"11754";"GM0260";"2004JJ00";"20.8"
"11755";"GM0260";"2005JJ00";
"11756";"GM0260";"2006JJ00";
"11757";"GM0260";"2007JJ00";
"11758";"GM0260";"2008JJ00";
"11759";"GM0260";"2009JJ00";
"11760";"GM0260";"2010JJ00";
"11761";"GM0260";"2011JJ00";
"11762";"GM0260";"2012JJ00";
"11763";"GM0260";"2013JJ00";
"11764";"GM0260";"2014JJ00";
"11765";"GM0260";"2015JJ00";
"11766";"GM0260";"2016JJ00";
"11767";"GM0260";"2017JJ00";
"11768";"GM0260";"2018JJ00";
"11769";"GM0260";"2019JJ00";
"11770";"GM0260";"2020JJ00";
"11771";"GM0260";"2021JJ00";
"11772";"GM0260";"2022JJ00";
"11773";"GM0260";"2023JJ00";
"11774";"GM1673";"1995JJ00";"12.3"
"11775";"GM1673";"1996JJ00";"12.6"
"11776";"GM1673";"1997JJ00";"12.8"
"11777";"GM1673";"1998JJ00";"12.8"
"11778";"GM1673";"1999JJ00";"13.3"
"11779";"GM1673";"2000JJ00";"13.2"
"11780";"GM1673";"2001JJ00";"13.9"
"11781";"GM1673";"2002JJ00";"14.3"
"11782";"GM1673";"2003JJ00";"14.6"
"11783";"GM1673";"2004JJ00";"15"
